"Game Name","Game Genre","Thread Title","Title Language","Translated Title","OP","Reply Count","Body Text","Language","Translated Text","URL","Date/Time Posted (PST)","Date/Time Collected (GMT)","Class"
"Hello Neighbor","Horror","Enter not working on first screen in main menu","en","-","Mi4i0","3","After launching game is not recognize pressing Enter, but it's asking to press Enter for opening menu. Tried different keyboards, but result still the same","en","-","https://steamcommunity.com/app/521890/discussions/1/3425571923628814189/","03/09/22 03:36","18/01/2024 04:35:32","Bug Report"
"Hello Neighbor","Horror","Fresh install of the game, crashes on launch","en","-","jammers","6","does anyone else have this issue? it crashes right after it launches. i never get past the black screen.","en","-","https://steamcommunity.com/app/521890/discussions/1/3425571923636382469/","02/09/22 08:00","18/01/2024 04:35:33","Bug Report"
"Hello Neighbor","Horror","screen tearing","en","-","SaulGoodman","1","I CANT TAKE IT IVE DONE EVERYTHING HOW DO I FIX","en","-","https://steamcommunity.com/app/521890/discussions/1/3425571923617389007/","30/08/22 18:44","18/01/2024 04:35:33","Bug Report"
"Hello Neighbor","Horror","please help","en","-","engineer (!!!!!!11!!!1)","0","i'm working on a map for HN but the lighting on the map is broken and i tried building the lights but it does nothing","en","-","https://steamcommunity.com/app/521890/discussions/1/3318611373470444098/","26/08/22 11:42","18/01/2024 04:35:34","Bug Report"
"Hello Neighbor","Horror","Hello neighbor alpha 4 crash","en","-","zrod","3","After I was playing alpha 4 I changed it to alpha 2 and I went back on alpha 4mit just kept crashing please tell me if you know how to fix it\n","en","-","https://steamcommunity.com/app/521890/discussions/1/3318610798937640965/","02/08/17 08:55","18/01/2024 04:35:35","Bug Report"
"Hello Neighbor","Horror","Komme nd rein !","de","Come on in!","Jäsmen","1","ich würde Wirklich gerne das spiel spielen, aber ich komme nd rein ! Es geht immer nur bis zur Uhr und dann werde ich rausgeschmissen !ːsteamsadː","de","I would really like to play the game, but I come in and it always goes up to the clock and then I get kicked out!","https://steamcommunity.com/app/521890/discussions/1/3318610798937641780/","02/08/22 00:58","18/01/2024 04:35:39","Bug Report"
"Hello Neighbor","Horror","aiuto !","it","Help!","ERSAMBUCONEMOLINARI","0","non avvia il gioco anche facendo quello che steam consiglia","it","does not start the game even doing what steam recommends","https://steamcommunity.com/app/521890/discussions/1/3318610798937642689/","08/08/22 12:26","18/01/2024 04:35:42","Bug Report"
"Hello Neighbor","Horror","help please??","en","-","untitledgoosegamer10","0","my game keeps crashing when i play act 3! the longest time i have gotten out of act 3 is 1 minute! I have tried restarting and it didn't work! please somebody help!!!","en","-","https://steamcommunity.com/app/521890/discussions/1/3318610798937643223/","07/08/22 15:14","18/01/2024 04:35:43","Bug Report"
"Hello Neighbor","Horror","issues with alpha access","en","-","Civil Servant Mk.II Scorch Shot","2","Hello Neighbor Alpha access issues\nHi all, I'm new. Ive paid for the alpha access. So from what ive read its the pre purchase of full version when released and trial game and other content.\n\nGot a new laptop with windows 10. \nCan't get anything to load. \nDeleted and reinstalled 4 times. Cleared cache etc as directed from steam.\n\nAnyone able to help me?\nCheers","en","-","https://steamcommunity.com/app/521890/discussions/1/3318610798937644109/","21/08/17 03:43","18/01/2024 04:35:44","Bug Report"
"Hello Neighbor","Horror","Crash at the start","en","-","Jahim","6","So i bought hello neighbor on steam and i can't turn it on. It shows me a screen with clock and then crashes. I know that i can unplug my internet cable but i want to watch youtube on second Screen. When i unplug cable then launch and then plug again game crashes when i crash the window, neighbor catches me etc. I don't want to reset my progress but if it will be only way i can do this.","en","-","https://steamcommunity.com/app/521890/discussions/1/3318610798937644417/","10/06/22 07:21","18/01/2024 04:35:44","Bug Report"
"Hello Neighbor","Horror","分辨率问题","zh-cn","Question of resolution","吴哥制裁你","0","兄弟们，为什么我开不了1080p，我的电脑是支持1080p的","zh-cn","Guys, why can't I drive 1080 p? My computer supports 1080 p.","https://steamcommunity.com/app/521890/discussions/1/3318610798937644915/","06/08/22 06:26","18/01/2024 04:35:48","Bug Report"
"Hello Neighbor","Horror","НЕ ЗАПУСКАЕТСЯ HELLO NEIGHBOR","vi","GREELO NEIGHBOR","Barone_DiceBro","1","При запуске Hello neighbor запускается экран часов(загрузка) и игра вылетает","ru","When the Hello neighbor is launched, the watch screen(s) is activated and the game flies out.","https://steamcommunity.com/app/521890/discussions/1/3777994452124869685/","13/04/22 04:54","18/01/2024 04:35:52","Bug Report"
"Hello Neighbor","Horror","Stuck at ""Press Enter to continue""","en","-","YardGnomeNinja","16","I've verified local files to no avail. I've tried pushing every other button on the keyboard out of frustration and nothing happens. Any suggestions?","en","-","https://steamcommunity.com/app/521890/discussions/1/6266252158287825794/","08/12/17 14:10","18/01/2024 04:35:53","Bug Report"
"Hello Neighbor","Horror","Hello Neighbor loading screen freezes","en","-","GhostingOdyssey","11","Hey guys when  the menu loads up it freezes at the loading screen menu. Does anyone have the same problem? Any solutions?","en","-","https://steamcommunity.com/app/521890/discussions/1/3880471364310095924/","03/01/18 03:56","18/01/2024 04:35:54","Bug Report"
"Hello Neighbor 2","Horror","PINNED:Troubleshooting","en","-","k1mon","0","Our most up-to-date troubleshooting guide can be found [url=https:\/\/tinybuildgames.zendesk.com\/hc\/en-us\/categories\/11023910471060-Hello-Neighbor-2]here![\/url]

If this doesn't help, please create a new post under the [url=https:\/\/steamcommunity.com\/app\/1321680\/discussions\/1\/]Bug Report Subforum[\/url] or contact our support [url=https:\/\/tinybuildgames.zendesk.com\/hc\/en-us\/requests\/new]here.[\/url] Please note that contacting our support is the easiest way to share files with us if this is required.

While doing so, don't forget to provide us with your exact PC specifications and build version. ːHNSuspiciousː","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710432845017241983/","01/12/22 09:17","18/01/2024 04:42:05","Bug Report"
"Hello Neighbor 2","Horror","Не выполняется достижение ""Любитель кошек""","ru","The achievement of Cat Lover is not being fulfilled.","mamut rahal","4","Не выполняется достижение ""Любитель кошек"". Пробовал по-разному, но все равно никакого результата. Это какой-то баг, или я, возможно, не правильно что-то делаю?","ru","I don't get the Cat Lover thing done. I tried it differently, but I didn't get it. Is that some kind of bug, or am I probably doing something wrong?","https://steamcommunity.com/app/1321680/discussions/1/4027968871047636846/","15/11/23 22:52","18/01/2024 04:42:09","Bug Report"
"Hello Neighbor 2","Horror","The Baker is fine :)","en","-","Gl1tch","2","She keeps starring into the bathtub and when I angered her she went to grunting and picking up and placing the scissors on the table repeatability it was on the table already this was on xbox","en","-","https://steamcommunity.com/app/1321680/discussions/1/3934517938646875148/","06/11/23 23:51","18/01/2024 04:42:10","Bug Report"
"Hello Neighbor 2","Horror","I completed the new puzzles but it reset my game!","en","-","Joel_MEGYC","4","(spoilers) I completed the new update and found the mannequins and past out, but the after I passed out, it then was playing the cutscene of the start of the game. All the houses that i snuck into were closed and all my progress was just gone. Was this supposed to be an ending when i die or did the game completely bug out? Update was very cool though.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3934517363283676219/","01/11/23 13:19","18/01/2024 04:42:11","Bug Report"
"Hello Neighbor 2","Horror","Navmesh in Hello mod kit","sl","Translation Failed","melotajones","1","...","Detection Failed","-","https://steamcommunity.com/app/1321680/discussions/1/3934517363280181549/","01/11/23 10:05","18/01/2024 04:42:11","Bug Report"
"Hello Neighbor 2","Horror","The cassette is missing in the tape recorder. BUG! / Пропала кассета в магнитофоне. БАГ!","bg","The cassette is missing in the tape recorder. BUG!","snaroozhi ♥","0","Help!!!
I collected all the tapes (6 with the crow sticker and 2 without). I inserted the red cassette into the tape recorder, listened to it. Then I walked around the location. When I returned, the red cassette was not in the tape recorder, but it can be played: that is, its model is not there, it cannot be pulled out, another one cannot be inserted, interacting with the area with the cassette in the tape recorder opens\/closes the tape recorder lid. What to do? Restart doesn't help. In the slot where I found the cassette, it's not there either.
Also, I couldn't find the red ""rec"" button on the tape recorder.

Помогите!!!
Собрал все кассеты (6 со стикером вороны и 2 без). Вставил красную кассету в магнитофон, прослушал. Затем я прогулялся по локации. Когда я вернулся красной кассеты не было в магнитофоне, но её можно воспроизвести: то есть её модели нет, её нельзя вытащить, нельзя вставить другую, при взаимодействии на область с кассетой в магнитофоне происходит открытие\/закрытие крышки магнитофона. Что делать? Перезапуск не помогает. В гнезде, где я нашел кассету её тоже нет.
Также не смог найти красную кнопку магнитофона ""rec""","en","-","https://steamcommunity.com/app/1321680/discussions/1/3873718133744756552/","26/10/23 12:00","18/01/2024 04:42:12","Bug Report"
"Hello Neighbor 2","Horror","sound issue","en","-","w","0","hello,  when i enter the game i have a very loud sound of neighbor chasing somebody and even when i lower my audio to 0% this sound doesnt go away. Once i completed the game but now i bought the dlc and my audio is broken in menu in game in dlc. i tried reinstalling the game and checking my files on steam and nothing works.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3817419154273764424/","12/09/23 03:11","18/01/2024 04:42:13","Bug Report"
"Hello Neighbor 2","Horror","Bug in hn2 back to school","en","-","SniperPrincess","1","I get up to the clock mechanism to turn the clock on and I can't flip the switch. I did all I needed to do before that part but now I can't continue it.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3805027459323878259/","01/07/23 13:37","18/01/2024 04:42:13","Bug Report"
"Hello Neighbor 2","Horror","Lever in the green box","en","-","Fibzeo","1","Hello. In Mr Peterson's house, there's a lever in a green box upstairs in the left-hand room, but the box doesn't appear. Do you have any solutions?","en","-","https://steamcommunity.com/app/1321680/discussions/1/3805027864676668600/","04/07/23 04:34","18/01/2024 04:42:14","Bug Report"
"Hello Neighbor 2","Horror","Hello neighbor 2 demo fps drop","it","Hello neighbor 2 demo fps drop","toy_crusher3000","0","When I start playing hello neighbor 2 demo I get a very big fps drop and it makes the game unplayable from low frame rate so I was wondering if someone can help me solve the problem, by the way I put all low settings and the did not help.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3805027864680318621/","05/07/23 04:32","18/01/2024 04:42:14","Bug Report"
"Hello Neighbor 2","Horror","Crash in hn2 back to school","en","-","SniperPrincess","1","Everytime I make it to the part where I have to jump\/climb on the moving gears the game crashes on me","en","-","https://steamcommunity.com/app/1321680/discussions/1/3818536354786885369/","10/06/23 07:11","18/01/2024 04:42:15","Bug Report"
"Hello Neighbor 2","Horror","HN2 demo crashing on startup","en","-","gamesgamesilove","4","i was gonna give the games another shot but it seems like its already off to a bad start. \nheres the crash report, tell me how to fix it please.\n\n\nLowLevelFatalError [File:Unknown] [Line: 741] pDevice->GetTextureAllocator().AllocateTexture(TextureDesc, ClearValue, Format, *OutTexture2D, InitialState, Name) failed at D:\/Build\/++UE4\/Sync\/Engine\/Source\/Runtime\/D3D12RHI\/Private\/D3D12Texture.cpp:696 with error DXGI_ERROR_DEVICE_REMOVED, Size=32x32x1 Format=(0x00000046), NumMips=6, Flags=\n\nHelloNeighbor2_Win64_Shipping!SafeCreateTexture2D()\nHelloNeighbor2_Win64_Shipping!FD3D12LinkedAdapterObject<FD3D12TextureBase>::FLinkedObjectIterator::operator++()\nHelloNeighbor2_Win64_Shipping!FD3D12DynamicRHI::CreateD3D12Texture2D<FD3D12BaseTexture2D>()\nHelloNeighbor2_Win64_Shipping!FD3D12DynamicRHI::RHICreateTexture2D_RenderThread()\nHelloNeighbor2_Win64_Shipping!FTexture2DResource::CreateTexture()\nHelloNeighbor2_Win64_Shipping!FStreamableTextureResource::InitRHI()\nHelloNeighbor2_Win64_Shipping!FRenderResource::InitResource()\nHelloNeighbor2_Win64_Shipping!TGraphTask<TEnqueueUniqueRenderCommandType<`FBatchedReleaseResources::Flush'::`5'::BatchReleaseCommandName,<lambda_5beb31fd242d901e6eb3f90a964cb1ba> > >::ExecuteTask()\nHelloNeighbor2_Win64_Shipping!FNamedTaskThread::ProcessTasksUntilQuit()\nHelloNeighbor2_Win64_Shipping!RenderingThreadMain()\nHelloNeighbor2_Win64_Shipping!FRenderingThread::Run()\nHelloNeighbor2_Win64_Shipping!FRunnableThreadWin::Run()","en","-","https://steamcommunity.com/app/1321680/discussions/1/3373782431178365837/","20/09/22 18:44","18/01/2024 04:42:16","Bug Report"
"Hello Neighbor 2","Horror","Crashed Game For unreal engine","en","-","Talal shomrani","1"," [Line: 13250]","de","[Line: 13250]","https://steamcommunity.com/app/1321680/discussions/1/3826414483632515783/","05/05/23 06:33","18/01/2024 04:42:19","Bug Report"
"Hello Neighbor 2","Horror","Catching FPS drop when moving my head","en","-","Dmitry Vorobyev","2","Performance of this game is a true surprise for me, negatively. \n\nI heard some influences speaking about good optimization, checked sys req and noticed 1660 geforce as recommended card. Looks good. \n\nBut game barely gives me 60 fps on a laptop with 12900h and geforce 3070ti. Moreover, if a quickly move my head 60 fps drop to 40+, why? Thought maybe it's a motion blur bug, but disabling it didn't solve the issue.\n\nI'm playing on ultra settings 2560x1600\n\nhttps:\/\/www.youtube.com\/watch?v=tgZwbUrvbC0","en","-","https://steamcommunity.com/app/1321680/discussions/1/3826414483632267865/","02/05/23 04:41","18/01/2024 04:42:19","Bug Report"
"Hello Neighbor 2","Horror","crash","en","-","𝖌𝖎𝖙𝖔𝖓","1","alguien sabe como solucionar xq cuando quiero arrancar partida se me crashea y busque en yutube y nd funciona aunque tengo una 730 pero igual es imposible que sea por eso  y tengo un i78 9gen","es","Someone knows how to fix xq when I want to start the game. It cracks me and I look at yutube and nd it works even though I have a 730 but it's still impossible for that to happen and I have an i78 9gen.","https://steamcommunity.com/app/1321680/discussions/1/3823034882947624142/","08/04/23 23:01","18/01/2024 04:42:29","Bug Report"
"Hello Neighbor 2","Horror","How to crash game","en","-","𝅸","1","While the game is loading press the escape key and click on load save","en","-","https://steamcommunity.com/app/1321680/discussions/1/3823034882947618087/","11/04/23 16:50","18/01/2024 04:42:29","Bug Report"
"Hello Neighbor 2","Horror","Добрый день.Из игры постоянно исчезает камера и монитор для видио-наблюдения.","ru","Good afternoon. There's a camera and a surveillance monitor disappearing from the game all the time.","r_u_d_o","0","Уже 5 раз игра сбрасывается,и постоянно пропадает камера+монитор видио наблюдения,ребёнок больше не хочет сбрасывать прогресс игры.В доме за картиной пусто.Подскажите как исправить данную ошибку.Или где достать эти предметы без сброса игры.","ru","It's been dropped five times, and the camera plus monitor is constantly missing, and the kid doesn't want to mess with the progress of the game anymore. In the house behind the painting, it's empty. Tell me how to correct this mistake. Or where to get these objects without dropping the game.","https://steamcommunity.com/app/1321680/discussions/1/3823034248727160290/","07/04/23 15:59","18/01/2024 04:42:35","Bug Report"
"Hello Neighbor 2","Horror","crashing during chase","en","-","jornirr","0","I got the deluxe edition on xbox game pass for pc and the game keeps crashing after the janitor from back to school starts chasing me. The dogs are fine to chase me but as soon as i start running from the person it crashes.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3825284575376655741/","23/03/23 07:24","18/01/2024 04:42:36","Bug Report"
"Hello Neighbor 2","Horror","a bug that selflocks the game","en","-","Vito1601","2","so if you have the key from bakery and the baker catches you then you re-spawn in front of\nthe museum and there is still a shovel + you do not have the key","en","-","https://steamcommunity.com/app/1321680/discussions/1/3781373213479559699/","06/03/23 12:44","18/01/2024 04:42:36","Bug Report"
"Hello Neighbor 2","Horror","The animation of the throw continues","en","-","Супер Стив","2","When I am in the animation of the throw and I get caught by any of the AI, then after I am caught, the animation of the throw continues, but Quentin does not hold the object in his hands. This animation can be stopped by pressing TAB!","en","-","https://steamcommunity.com/app/1321680/discussions/1/3775742652422619280/","23/02/23 09:30","18/01/2024 04:42:37","Bug Report"
"Hello Neighbor 2","Horror","DLC after Patch #5 (AGAIN) not working.","en","-","Survil","5","Hello.\n\nAfter updating the game, all dlc I bought again (changed status) to buy now. The button itself is \""dead\"" and nothing happens when you click on it. It happened in one patch and it happened again. Please fix it.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3775742015037161487/","18/02/23 07:44","18/01/2024 04:42:37","Bug Report"
"Hello Neighbor 2","Horror","hey how do i run this without dx12","en","-","DARTHCLARKSON","1","i need to know","en","-","https://steamcommunity.com/app/1321680/discussions/1/3763355653572901274/","31/01/23 09:55","18/01/2024 04:42:38","Bug Report"
"Hello Neighbor 2","Horror","Washing","sw","Translation Failed","QutisBrutus","2","Whenever I throw a garbage bag or a paint can (or set up a paint can on a door) and it lands on Keith (the policeman) he walks into the bathroom, turns the shower on and then quickly turns around and walks away after turning the shower back off in an instant. I assume it also happens with other neighbors, I'll have to test it out.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3775742652417163948/","21/02/23 21:47","18/01/2024 04:42:39","Bug Report"
"Hello Neighbor 2","Horror","car door handle is gone","nl","car by handle is gone","Lionmeow","10","On night four, trying to get the handle for the car door, it isn't there. Yes, I have loaded my last save. No, that didn't do anything.\n\nI'm on the latest build Steam will give me (1.1.16.3), Windows 11, Intel Core 17-11700, 32 GB RAM, etc.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710433479213117533/","09/12/22 21:52","18/01/2024 04:42:39","Bug Report"
"Hello Neighbor 2","Horror","Update 5 killed the FPS - HOTFIX released, now fixed!","en","-","machine4578","6","after the update today the game is unplayable. its a blurry slideslow of a mess now. time to revert back to patch 4.. :\/","en","-","https://steamcommunity.com/app/1321680/discussions/1/3775742435234361723/","17/02/23 12:55","18/01/2024 04:42:40","Bug Report"
"Hello Neighbor 2","Horror","BRUH.","de","BRUH.","QutisBrutus","6","Ever since Patch 5 my NVIDIA Geforce RTX 3060 Ti can barely run the game at medium settings with no RTX ON, WHAT HAPPENED?!","en","-","https://steamcommunity.com/app/1321680/discussions/1/3775742015035146995/","17/02/23 18:33","18/01/2024 04:42:40","Bug Report"
"Hello Neighbor 2","Horror","Strange bug","da","Strange bug","Wolk","1","I was playing hello neighbor 2 again and when I open the door to get out of the basement in the first house I wanted to skip the cinematic when I skip it another model of the protagonist appears","en","-","https://steamcommunity.com/app/1321680/discussions/1/3763356482614182134/","11/02/23 09:19","18/01/2024 04:42:41","Bug Report"
"Hello Neighbor 2","Horror","Problems with the game after patch 5","en","-","Супер Стив","0","When I click on the continue button or create a game in the menu, after a while an error pops up, I noticed that there is something with shaders in the error, what should I do? And yes, I put -dx11 in the properties!","en","-","https://steamcommunity.com/app/1321680/discussions/1/3775742015036447150/","18/02/23 03:05","18/01/2024 04:42:42","Bug Report"
"Hello Neighbor 2","Horror","Another Problem!","en","-","QutisBrutus","0","So it said in the Patch 4 update \""Keep Your Scissors: the policeman will no longer steal your scissors\"" but after that update my scissors kept resetting to the treehouse after Keith (the policeman) got me. But the update did say the Keith stole your scissors so maybe that meant that some people couldn't get the scissors back. I didn't run into my scissors ever being stolen by Keith though. I don't know if this was intentional to have my scissors respawn at the treehouse or if it is a bug for me now because they messed around with the game trying to fix the other people's bug and now my scissors reset to the treehouse now after Keith gets me now.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3763356482612108220/","10/02/23 19:45","18/01/2024 04:42:42","Bug Report"
"Hello Neighbor 2","Horror","Stuck in an animation loop.","en","-","QutisBrutus","2","Ever since patch 4 all the characters have been getting stuck in loops of the opening door animation, for example Mr. Peterson walks through the front door to the museum and after doing the open door animation once and opening the door. He doesn't move and repeats the open door animation for a while.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3763355849149898137/","02/02/23 05:13","18/01/2024 04:42:43","Bug Report"
"Hello Neighbor 2","Horror","Audio bug","lt","Translation Failed","Solarwaving","7","Hey. I'm having a trouble with some of the audio in the game. Whenever I move around, all the noise in-game sounds like extremely buggy and glitched electricity. It did the same thing in the playtest for me, but no other game I know has this problem. When I walk, it sounds like a bunch of high-pitched electrical sounds on the floor. Opening a door sounds like a screeching metal grinding. I went in the audio settings and nothing seems to be able to fix this. How do I get this to stop happening? Cutscene audio worked perfectly fine.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3763355653569797079/","30/01/23 13:32","18/01/2024 04:42:44","Bug Report"
"Hello Neighbor 2","Horror","DLC Back 2 school game crashes whenever I solve lab bird puzzle","en","-","ST&G","1","It has serious bug","en","-","https://steamcommunity.com/app/1321680/discussions/1/3763355214789709643/","29/01/23 08:31","18/01/2024 04:42:44","Bug Report"
"Hello Neighbor 2","Horror","There's this in the taxidermist's basement behind the bear","en","-","Супер Стив","1","The earth passes through the walls! If it is not clear where it is then: It is located in the basement of the taxidermist behind the bear at the wall where there is also paint.ːHNHeHeː","en","-","https://steamcommunity.com/app/1321680/discussions/1/3763355214784965043/","28/01/23 01:29","18/01/2024 04:42:45","Bug Report"
"Hello Neighbor 2","Horror","Tape recorder is not appearing.","en","-","tØBY","3","The tape recorder didn't appear in my game, after trying to troubleshoot I couldn't make it appear. Also, after picking up the yellow play button floating over the invisible\/not existing tape recorder\/player, the game stated to duplicate items I picked up. I had to delete the game and play it again to make the tape recorder\/player appear. It was so frustrating. The issue also appeared in the save game of my favourite streamer. She was also trying to find the secrets that been added in the latest patches, but the tape player did not appear. Only the yellow floating button.","en","-","https://steamcommunity.com/app/1321680/discussions/1/5946473955235171226/","14/01/23 15:01","18/01/2024 04:42:45","Bug Report"
"Hello Neighbor 2","Horror","dvd-player","en","-","посудомойский","4","-I passed the game and decided to collect cassettes. When I collected all 6, I saw that a dvd player was added to this update, but it did not appear and I cannot listen to the cassettes. What to do? a button for it appeared in place of the dvd player","en","-","https://steamcommunity.com/app/1321680/discussions/1/3763355010864275260/","17/01/23 03:10","18/01/2024 04:42:46","Bug Report"
"Hello Neighbor 2","Horror","The Bakery Book Key has been bugged","en","-","whereribbonsfly","0","Hello, I have tried to put ice cube into the fire, but for some reason it's got glitched into the thin air, and now I cannot get the last number for the cash register. Is there any fix for this?\nAlso I did get caught to try to reset it didn't work\nScreenshot\nhttps:\/\/i.imgur.com\/3e75BHB.png","en","-","https://steamcommunity.com/app/1321680/discussions/1/3763354579686705011/","20/01/23 05:23","18/01/2024 04:42:47","Bug Report"
"Hello Neighbor 2","Horror","BUG","de","BUG","PASKANENKEROSIINIJAANAHYIHELVETT","0","I accidentally at the start of the game threw my coggear vittuun and now i cant use the coggear to open the portti so i ocul get to naapuris ass","en","-","https://steamcommunity.com/app/1321680/discussions/1/5946473955237507244/","15/01/23 06:22","18/01/2024 04:42:48","Bug Report"
"Hello Neighbor 2","Horror","Вылетает послето того как нажимаю кнопку ""Новая игра""","ru","Drops out after I hit the New Game button.","Timurka_Bits","1","Носле того как запустил игру нажав на эконку ""новая игра"", проходит небольшое количество времяни гра вылетает и поевляется окно темного цвета где написано""An Unreal process has crashed: UE4-HelloNeighbor2"". Помогите разобраться с этой проблемой.","ru","But after running the game by pressing a new game on the economy, a small amount of gra time comes out and the dark-colored window says, ""An Unreal process has crashed: UE4-HelloNeighbor2."" Help me deal with this problem.","https://steamcommunity.com/app/1321680/discussions/1/3731826842444190691/","22/12/22 10:43","18/01/2024 04:42:54","Bug Report"
"Hello Neighbor 2","Horror","bug","id","bug","DXS gamingYT","1","the cop took the yellow weight and it is not anywhere not even in the rooms what do I do?","en","-","https://steamcommunity.com/app/1321680/discussions/1/3731827313781613800/","29/12/22 18:15","18/01/2024 04:42:54","Bug Report"
"Hello Neighbor 2","Horror","Matthew","en","-","Survil","3","Hello Neighbor 2 dlc\n\nHello\n I have a problem - I bought all 3 dlc for the game and the game \""does not see them\"". When I run the game, I still have the buy now icons and even if I click on it, nothing happens. Why does the game not see that I already have these dlc in the library ?","en","-","https://steamcommunity.com/app/1321680/discussions/1/3763353945828054835/","08/01/23 09:54","18/01/2024 04:42:55","Bug Report"
"Hello Neighbor 2","Horror","Crowbar gone at the final escape","en","-","Aka Cannon","1","i cant get the crowbar back at the final escape no matter what i try the crowbar doesnt spawn back at the original spot and all i need is the crowbar","en","-","https://steamcommunity.com/app/1321680/discussions/1/3763353492976334644/","08/01/23 20:43","18/01/2024 04:42:56","Bug Report"
"Hello Neighbor 2","Horror","No fish head at upside down room","en","-","lupe_fiasco","3","Hi all! Current status in the game is I have already placed both Bear and Boar heads to their bodies but there was no fish head at the mantle in the upside down room. I tried loading Last Save but the fish head still did not materialize. What can i do? Currently stuck. Thanks in advance!","en","-","https://steamcommunity.com/app/1321680/discussions/1/3730700312408820731/","13/12/22 22:42","18/01/2024 04:42:56","Bug Report"
"Hello Neighbor 2","Horror","item dupe glitch, one doesnt work idk how i did this","en","-","Custos","0","i started the game and i have 2 pairs of scissors","en","-","https://steamcommunity.com/app/1321680/discussions/1/3731827313767120343/","25/12/22 19:20","18/01/2024 04:42:57","Bug Report"
"Hello Neighbor 2","Horror","DLC Addon maps won't let you save progress","en","-","Z3NCUTTA","0","Hello! Played the main game and beat it. It was awesome. I do have some issues with the DLC portion of the game play. After playing \""Back to school\"" I noticed that your progress for what you have done there is not saved. Am I missing something when trying to find a way to save or is this something that needs to be addressed? Thank you for making another fun game!","en","-","https://steamcommunity.com/app/1321680/discussions/1/3731826842452114437/","24/12/22 14:32","18/01/2024 04:42:58","Bug Report"
"Hello Neighbor 2","Horror","Cabeza de pescado/Fish head help!","es","Fishhead/Fish head help!","ShivaRoodels","0","I've been looking for the fish head all afternoon that I didn't have time to place in chapter 2, I go to the room where it was and it hasn't returned to its place. I've looked around the museum and nothing... Do I have to start the game again U.u?
______
Llevo toda la tarde buscando la cabeza de pescado que no pude colocar en el capítulo 2, he vuelvo a la sala de donde se conseguía y no está ahí, ni cuando reinicio. He mirado a los alrededores del museo y nada... ¿Tendré que volver a empezar la partida U.u?","es","I've been looking for the fish head all afternoon that I didn't have time to place in chapter 2, I go to the room where it was and it hasn't returned to its place. I've looked around the museum and nothing... Do I have to start the game again U.u? ____ I've been looking all afternoon for the fish head that I couldn't place in chapter 2, I've gone back to the room where it was found and it's not there, nor when I restarted. I've looked around the museum and nothing... Will I have to start the game again?","https://steamcommunity.com/app/1321680/discussions/1/3731826842447859883/","23/12/22 10:46","18/01/2024 04:43:06","Bug Report"
"Hello Neighbor 2","Horror","Crash when loading game save","en","-","Radex","2","Hello, I have a problem with the game, when loading the last game save (the final stage after exiting the frame) the game is frozen at the loading stage of the game save (the car on the screen). I have the latest GPU drivers, there were no problems before. \n\nPC specs:\nProcessor: Intel i7-9700F\nGraphics card: GeForce RTX 2060 SUPER","en","-","https://steamcommunity.com/app/1321680/discussions/1/5143704785440745960/","17/12/22 03:30","18/01/2024 04:43:06","Bug Report"
"Hello Neighbor 2","Horror","The key is missing","en","-","ReDefendeur","4","I got the Heart Key back and then I got caught and now it's nowhere to be found.","en","-","https://steamcommunity.com/app/1321680/discussions/1/5143704785434362510/","15/12/22 09:35","18/01/2024 04:43:07","Bug Report"
"Hello Neighbor 2","Horror","Ошибка unreal engine 4 краш","et","Ошибка unreal engine 4 краш","ChupiK.","2","Крашит игру не зайдя в нее пофиксите ее","bg","Crushed Igru didn't go in the pophy.","https://steamcommunity.com/app/1321680/discussions/1/3730700312409908250/","14/12/22 00:52","18/01/2024 04:43:10","Bug Report"
"Hello Neighbor 2","Horror","(DEMO) Not working, crashing when opening [NEW-GAME].","en","-","Ciezar","3","Game tells me that when i open demo : \n\nHelloNeighbor2_Win64_Shipping!FD3D12CommandContext::RHISetComputePipelineState()\nHelloNeighbor2_Win64_Shipping!FD3D12CommandContext::RHISetComputeShader()\nHelloNeighbor2_Win64_Shipping!FRHICommandListExecutor::ExecuteInner_DoExecute()\nHelloNeighbor2_Win64_Shipping!TGraphTask<FExecuteRHIThreadTask>::ExecuteTask()\nHelloNeighbor2_Win64_Shipping!FNamedTaskThread::ProcessTasksUntilQuit()\nHelloNeighbor2_Win64_Shipping!FRHIThread::Run()\nHelloNeighbor2_Win64_Shipping!FRunnableThreadWin::Run()\n\nWhat should i do? I wan't experience it before buying but i can't..","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710433479204204078/","07/12/22 11:21","18/01/2024 04:43:11","Bug Report"
